"","STATION_NUMBER","STATION_NAME","PROV_TERR_STATE_LOC","HYD_STATUS","REAL_TIME","LATITUDE","LONGITUDE","station_tz","standard_offset","OlsonName"
"92","01FE002","INDIAN BROOK AT INDIAN BROOK","NS","ACTIVE",TRUE,46.37172,-60.53369,"America/Halifax",-4,"Etc/GMT+4"
"93","01FF001","MIDDLE RIVER AT MACLENNANS CROSS","NS","ACTIVE",TRUE,46.19,-60.94181,"America/Halifax",-4,"Etc/GMT+4"
"94","01FG001","RIVER DENYS AT BIG MARSH","NS","ACTIVE",TRUE,45.89369,-61.20475,"America/Halifax",-4,"Etc/GMT+4"
"95","01FJ002","MACASKILLS BROOK NEAR BIRCH GROVE","NS","ACTIVE",TRUE,46.11789,-60.00467,"America/Glace_Bay",-4,"Etc/GMT+4"
"96","02AB006","KAMINISTIQUIA RIVER AT KAMINISTIQUIA","ON","ACTIVE",TRUE,48.53231,-89.595,"America/Toronto",-5,"Etc/GMT+5"
"97","02AB008","NEEBING RIVER NEAR THUNDER BAY","ON","ACTIVE",TRUE,48.38339,-89.30656,"America/Thunder_Bay",-5,"Etc/GMT+5"
"98","02AB014","NORTH CURRENT RIVER NEAR THUNDER BAY","ON","ACTIVE",TRUE,48.51956,-89.17503,"America/Toronto",-5,"Etc/GMT+5"
"99","02AB017","WHITEFISH RIVER AT NOLALU","ON","ACTIVE",TRUE,48.29211,-89.80986,"America/Toronto",-5,"Etc/GMT+5"
"100","02AB019","MCVICAR CREEK AT THUNDER BAY","ON","ACTIVE",TRUE,48.4492,-89.21861,"America/Thunder_Bay",-5,"Etc/GMT+5"
"101","02AB020","MCINTYRE RIVER ABOVE THUNDER BAY","ON","ACTIVE",TRUE,48.48269,-89.32464,"America/Thunder_Bay",-5,"Etc/GMT+5"
"102","02AB021","CURRENT RIVER AT STEPSTONE","ON","ACTIVE",TRUE,48.56244,-89.24067,"America/Toronto",-5,"Etc/GMT+5"
"103","02AB022","CORBETT CREEK NEAR MURILLO","ON","ACTIVE",TRUE,48.42862,-89.545632,"America/Toronto",-5,"Etc/GMT+5"
"104","02AB023","SLATE RIVER NEAR THUNDER BAY","ON","ACTIVE",TRUE,48.32576,-89.40421,"America/Toronto",-5,"Etc/GMT+5"
"105","02AB024","NEEBING RIVER NEAR INTOLA","ON","ACTIVE",TRUE,48.44281,-89.35776,"America/Thunder_Bay",-5,"Etc/GMT+5"
"106","02AB025","KAMINISTIQUIA RIVER AT WEST FORT WILLIAM","ON","ACTIVE",TRUE,48.34786,-89.35328,"America/Thunder_Bay",-5,"Etc/GMT+5"
"107","02AB026","KAMINISTIQUIA RIVER ABOVE WEST FORT WILLIAM","ON","ACTIVE",TRUE,48.34611,-89.38619,"America/Thunder_Bay",-5,"Etc/GMT+5"
"108","02AB027","WHITEFISH RIVER NEAR STANLEY","ON","ACTIVE",TRUE,48.3593,-89.60352,"America/Toronto",-5,"Etc/GMT+5"
"109","02AC001","WOLF RIVER AT HIGHWAY NO. 17","ON","ACTIVE",TRUE,48.82169,-88.53461,"America/Toronto",-5,"Etc/GMT+5"
"110","02AC002","BLACK STURGEON RIVER AT HIGHWAY NO. 17","ON","ACTIVE",TRUE,48.90422,-88.37686,"America/Toronto",-5,"Etc/GMT+5"
"111","02AD010","BLACKWATER RIVER AT BEARDMORE","ON","ACTIVE",TRUE,49.59761,-87.96544,"America/Toronto",-5,"Etc/GMT+5"
"112","02AD012","NIPIGON RIVER BELOW ALEXANDER GENERATING STATION","ON","ACTIVE",TRUE,49.1227,-88.35787,"America/Toronto",-5,"Etc/GMT+5"
"113","02AE001","GRAVEL RIVER NEAR CAVERS","ON","ACTIVE",TRUE,48.926,-87.69019,"America/Toronto",-5,"Etc/GMT+5"
"114","02BA003","LITTLE PIC RIVER NEAR COLDWELL","ON","ACTIVE",TRUE,48.84911,-86.607223,"America/Toronto",-5,"Etc/GMT+5"
"115","02BA005","WHITESAND RIVER ABOVE SCHREIBER AT MINOVA MINE","ON","ACTIVE",TRUE,48.97811,-87.37678,"America/Toronto",-5,"Etc/GMT+5"
"116","02BA006","STEEL RIVER BELOW SANTOY LAKE","ON","ACTIVE",TRUE,48.81371,-86.859337,"America/Toronto",-5,"Etc/GMT+5"
"117","02BB003","PIC RIVER NEAR MARATHON","ON","ACTIVE",TRUE,48.77408,-86.29661,"America/Toronto",-5,"Etc/GMT+5"
"118","02BB004","CEDAR CREEK NEAR HEMLO","ON","ACTIVE",TRUE,48.70542,-85.90794,"America/Toronto",-5,"Etc/GMT+5"
"119","02BC006","PUKASKWA RIVER BELOW FOX RIVER","ON","ACTIVE",TRUE,48.16039,-85.73092,"America/Toronto",-5,"Etc/GMT+5"
"120","02BC007","WHITE LAKE AT WHITE LAKE PROVINCIAL PARK","ON","ACTIVE",TRUE,48.69289,-85.64214,"America/Toronto",-5,"Etc/GMT+5"
"121","02BC008","WHITE RIVER ABOVE OSKABUKUTA RIVER","ON","ACTIVE",TRUE,48.58783,-85.89128,"America/Toronto",-5,"Etc/GMT+5"
"122","02BD005","MAGPIE RIVER AT ESNAGI LAKE","ON","ACTIVE",TRUE,48.48044,-84.53269,"America/Toronto",-5,"Etc/GMT+5"
"123","02BD006","WAWA CREEK AT WAWA","ON","ACTIVE",TRUE,47.98939,-84.76811,"America/Toronto",-5,"Etc/GMT+5"
"124","02BF001","BATCHAWANA RIVER NEAR BATCHAWANA","ON","ACTIVE",TRUE,47.00353,-84.51556,"America/Toronto",-5,"Etc/GMT+5"
"125","02BF002","GOULAIS RIVER NEAR SEARCHMONT","ON","ACTIVE",TRUE,46.86094,-83.97181,"America/Toronto",-5,"Etc/GMT+5"
"126","02BF004","BIG CARP RIVER NEAR SAULT STE. MARIE","ON","ACTIVE",TRUE,46.51589,-84.46518,"America/Toronto",-5,"Etc/GMT+5"
"127","02BF014","GOULAIS RIVER NEAR KIRBY'S CORNER","ON","ACTIVE",TRUE,46.71739,-84.28478,"America/Toronto",-5,"Etc/GMT+5"
"128","02CA002","ROOT RIVER AT SAULT STE. MARIE","ON","ACTIVE",TRUE,46.56286,-84.28169,"America/Toronto",-5,"Etc/GMT+5"
"129","02CA003","ST. MARYS RIVER NEAR GARDEN RIVER","ON","ACTIVE",TRUE,46.53258,-84.13125,"America/Toronto",-5,"Etc/GMT+5"
"130","02CA007","THESSALON RIVER NEAR POPLAR DALE","ON","ACTIVE",TRUE,46.53047,-83.70961,"America/Toronto",-5,"Etc/GMT+5"
"131","02CB003","AUBINADONG RIVER ABOVE SESABIC CREEK","ON","ACTIVE",TRUE,46.96842,-83.41686,"America/Toronto",-5,"Etc/GMT+5"
"132","02CC005","LITTLE WHITE RIVER NEAR BELLINGHAM","ON","ACTIVE",TRUE,46.39395,-83.28298,"America/Toronto",-5,"Etc/GMT+5"
"133","02CC008","MISSISSAGI RIVER AT MISSISSAGI CHUTE","ON","ACTIVE",TRUE,46.20136,-83.02539,"America/Toronto",-5,"Etc/GMT+5"
"134","02CC010","LITTLE WHITE RIVER BELOW BOLAND RIVER","ON","ACTIVE",TRUE,46.58114,-82.968,"America/Toronto",-5,"Etc/GMT+5"
"135","02CD001","SERPENT RIVER AT HIGHWAY NO. 17","ON","ACTIVE",TRUE,46.21078,-82.51242,"America/Toronto",-5,"Etc/GMT+5"
"136","02CD006","SERPENT RIVER ABOVE QUIRKE LAKE","ON","ACTIVE",TRUE,46.51158,-82.60028,"America/Toronto",-5,"Etc/GMT+5"
"137","02CE002","AUX SABLES RIVER AT MASSEY","ON","ACTIVE",TRUE,46.21494,-82.07081,"America/Toronto",-5,"Etc/GMT+5"
"138","02CE007","MINISTIC CREEK ABOVE AGNEW LAKE","ON","ACTIVE",TRUE,46.42957,-81.60033,"America/Toronto",-5,"Etc/GMT+5"
"139","02CF005","JUNCTION CREEK AT SUDBURY","ON","ACTIVE",TRUE,46.47872,-81.01042,"America/Toronto",-5,"Etc/GMT+5"
"140","02CF007","WHITSON RIVER AT CHELMSFORD","ON","ACTIVE",TRUE,46.58336,-81.19911,"America/Toronto",-5,"Etc/GMT+5"
"141","02CF008","WHITSON RIVER AT VAL CARON","ON","ACTIVE",TRUE,46.61017,-81.03297,"America/Toronto",-5,"Etc/GMT+5"
"142","02CF010","ONAPING RIVER NEAR LEVACK","ON","ACTIVE",TRUE,46.5995,-81.38197,"America/Toronto",-5,"Etc/GMT+5"
"143","02CF011","VERMILION RIVER NEAR VAL CARON","ON","ACTIVE",TRUE,46.68544,-81.00925,"America/Toronto",-5,"Etc/GMT+5"
"144","02CF012","JUNCTION CREEK BELOW KELLEY LAKE","ON","ACTIVE",TRUE,46.42731,-81.09844,"America/Toronto",-5,"Etc/GMT+5"
"145","02CF013","MOOSE CREEK AT LEVACK","ON","ACTIVE",TRUE,46.63594,-81.39147,"America/Toronto",-5,"Etc/GMT+5"
"146","02CF014","VERMILION RIVER NEAR MILNET","ON","ACTIVE",TRUE,46.81944,-80.95714,"America/Toronto",-5,"Etc/GMT+5"
"147","02CG003","BLUE JAY CREEK NEAR TEHKUMMAH","ON","ACTIVE",TRUE,45.65169,-81.98661,"America/Toronto",-5,"Etc/GMT+5"
"148","02CG005","MINDEMOYA LAKE AT MINDEMOYA","ON","ACTIVE",TRUE,45.74989,-82.18489,"America/Toronto",-5,"Etc/GMT+5"
"149","02CH001","FROOD LAKE NEAR WHITEFISH FALLS","ON","ACTIVE",TRUE,46.11861,-81.72839,"America/Toronto",-5,"Etc/GMT+5"
"150","02CH002","PANACHE LAKE AT JACKSON'S POINT","ON","ACTIVE",TRUE,46.27358,-81.34458,"America/Toronto",-5,"Etc/GMT+5"
"151","02DB005","WANAPITEI RIVER NEAR WANUP","ON","ACTIVE",TRUE,46.34567,-80.83956,"America/Toronto",-5,"Etc/GMT+5"
"152","02DB007","CONISTON CREEK ABOVE WANAPITEI RIVER","ON","ACTIVE",TRUE,46.47528,-80.82153,"America/Toronto",-5,"Etc/GMT+5"
"153","02DC004","STURGEON RIVER NEAR GLEN AFTON","ON","ACTIVE",TRUE,46.63717,-80.26325,"America/Toronto",-5,"Etc/GMT+5"
"154","02DC012","STURGEON RIVER AT UPPER GOOSE FALLS","ON","ACTIVE",TRUE,46.97025,-80.45878,"America/Toronto",-5,"Etc/GMT+5"
"155","02DC013","LITTLE STURGEON RIVER BELOW BOOTH LAKE","ON","ACTIVE",TRUE,46.42761,-79.66203,"America/Toronto",-5,"Etc/GMT+5"
"156","02DD006","LAKE NIPISSING AT NORTH BAY","ON","ACTIVE",TRUE,46.31183,-79.47381,"America/Toronto",-5,"Etc/GMT+5"
"157","02DD010","FRENCH RIVER AT DRY PINE BAY","ON","ACTIVE",TRUE,46.06858,-80.61164,"America/Toronto",-5,"Etc/GMT+5"
"158","02DD012","VEUVE RIVER NEAR VERNER","ON","ACTIVE",TRUE,46.40819,-80.12281,"America/Toronto",-5,"Etc/GMT+5"
"159","02DD013","LA VASE RIVER AT NORTH BAY","ON","ACTIVE",TRUE,46.26344,-79.39511,"America/Toronto",-5,"Etc/GMT+5"
"160","02DD014","CHIPPEWA CREEK AT NORTH BAY","ON","ACTIVE",TRUE,46.31178,-79.44836,"America/Toronto",-5,"Etc/GMT+5"
"161","02DD015","COMMANDA CREEK NEAR COMMANDA","ON","ACTIVE",TRUE,45.94919,-79.60658,"America/Toronto",-5,"Etc/GMT+5"
"162","02DD016","FRENCH RIVER AT PORTAGE DAM","ON","ACTIVE",TRUE,46.1205,-80.01808,"America/Toronto",-5,"Etc/GMT+5"
"163","02DD017","FRENCH RIVER AT CHAUDIERE DAM","ON","ACTIVE",TRUE,46.12083,-80.0275,"America/Toronto",-5,"Etc/GMT+5"
"164","02DD020","LITTLE FRENCH RIVER AT OKIKENDAWT ISLAND","ON","ACTIVE",TRUE,46.12314,-80.07911,"America/Toronto",-5,"Etc/GMT+5"
"165","02DD021","LAKE NIPISSING AT FRENCH RIVER OUTLET","ON","ACTIVE",TRUE,46.12553,-80.01231,"America/Toronto",-5,"Etc/GMT+5"
"166","02DD022","DOLLARS LAKE BELOW S NARROWS","ON","ACTIVE",TRUE,45.92039,-80.24175,"America/Toronto",-5,"Etc/GMT+5"
"167","02DD023","FOREST LAKE AT SOUTH RIVER","ON","ACTIVE",TRUE,45.83969,-79.35692,"America/Toronto",-5,"Etc/GMT+5"
"168","02DD024","WASI RIVER NEAR ASTORVILLE","ON","ACTIVE",TRUE,46.17842,-79.30989,"America/Toronto",-5,"Etc/GMT+5"
"169","02DD025","FRENCH RIVER AT HARTLEY BAY","ON","ACTIVE",TRUE,46.03522,-80.76011,"America/Toronto",-5,"Etc/GMT+5"
"170","02DD026","FRENCH RIVER AT WOLSELEY BAY","ON","ACTIVE",TRUE,46.10572,-80.26528,"America/Toronto",-5,"Etc/GMT+5"
